3D_A5_C5      //R1=3D, G1=A5, B1=C5
27_8F_AF      //R2=27, G2=8F, B2=AF
E3_53_DE      //R3=E3, G3=53, B3=DE
C0_30_BB      //R4=C0, G4=30, B4=BB
9A_63_A0      //R5=9A, G5=63, B5=A0
E5_AE_EB      //R6=E5, G6=AE, B6=EB
E9_E3_37      //R7=E9, G7=E3, B7=37
73_6D_00      //R8=73, G8=6D, B8=00
4B_AD_72      //R9=4B, G9=AD, B9=72
1E_80_45      //R10=1E, G10=80, B10=45
4B_F3_49      //R11=4B, G11=F3, B11=49
33_DB_31      //R12=33, G12=DB, B12=31
0D_35_2F      //R13=0D, G13=35, B13=2F
52_7A_74      //R14=52, G14=7A, B14=74
35_92_F0      //R15=35, G15=92, B15=F0
1C_79_D7      //R16=1C, G16=79, B16=D7
58_13_02      //R17=58, G17=13, B17=02
94_4F_3E      //R18=94, G18=4F, B18=3E
08_0D_AE      //R19=08, G19=0D, B19=AE
64_69_FF      //R20=64, G20=69, B20=FF
EC_C8_FF      //R21=EC, G21=C8, B21=FF
A4_80_B7      //R22=A4, G22=80, B22=B7
56_44_D0      //R23=56, G23=44, B23=D0
C3_B1_FF      //R24=C3, G24=B1, B24=FF
3F_9B_96      //R25=3F, G25=9B, B25=96
00_50_4B      //R26=00, G26=50, B26=4B
C8_59_8D      //R27=C8, G27=59, B27=8D
CC_5D_91      //R28=CC, G28=5D, B28=91
EE_A2_97      //R29=EE, G29=A2, B29=97
8D_41_36      //R30=8D, G30=41, B30=36
6C_CF_73      //R31=6C, G31=CF, B31=73
00_5B_00      //R32=00, G32=5B, B32=00
99_FA_77      //R33=99, G33=FA, B33=77
60_C1_3E      //R34=60, G34=C1, B34=3E
11_57_FF      //R35=11, G35=57, B35=FF
50_96_FF      //R36=50, G36=96, B36=FF
1B_4E_C0      //R37=1B, G37=4E, B37=C0
00_25_97      //R38=00, G38=25, B38=97
5E_85_0A      //R39=5E, G39=85, B39=0A
7A_A1_26      //R40=7A, G40=A1, B40=26
B5_C3_93      //R41=B5, G41=C3, B41=93
CF_DD_AD      //R42=CF, G42=DD, B42=AD
2E_56_5F      //R43=2E, G43=56, B43=5F
34_5C_65      //R44=34, G44=5C, B44=65
68_27_E5      //R45=68, G45=27, B45=E5
7D_3C_FA      //R46=7D, G46=3C, B46=FA
34_8E_4A      //R47=34, G47=8E, B47=4A
62_BC_78      //R48=62, G48=BC, B48=78
99_29_87      //R49=99, G49=29, B49=87
6D_00_5B      //R50=6D, G50=00, B50=5B
E6_66_4D      //R51=E6, G51=66, B51=4D
FF_95_7C      //R52=FF, G52=95, B52=7C
0E_30_6F      //R53=0E, G53=30, B53=6F
47_69_A8      //R54=47, G54=69, B54=A8
FF_21_FD      //R55=FF, G55=21, B55=FD
FF_87_FF      //R56=FF, G56=87, B56=FF
9D_C5_F9      //R57=9D, G57=C5, B57=F9
3F_67_9B      //R58=3F, G58=67, B58=9B
52_64_E5      //R59=52, G59=64, B59=E5
5C_6E_EF      //R60=5C, G60=6E, B60=EF
1A_E3_1F      //R61=1A, G61=E3, B61=1F
4A_FF_4F      //R62=4A, G62=FF, B62=4F
54_81_5F      //R63=54, G63=81, B63=5F
60_8D_6B      //R64=60, G64=8D, B64=6B
94_E8_CB      //R65=94, G65=E8, B65=CB
30_84_67      //R66=30, G66=84, B66=67
0E_C6_9B      //R67=0E, G67=C6, B67=9B
0B_C3_98      //R68=0B, G68=C3, B68=98
86_79_4B      //R69=86, G69=79, B69=4B
6C_5F_31      //R70=6C, G70=5F, B70=31
3E_9B_93      //R71=3E, G71=9B, B71=93
22_7F_77      //R72=22, G72=7F, B72=77
D3_33_45      //R73=D3, G73=33, B73=45
FF_7F_91      //R74=FF, G74=7F, B74=91
FB_21_8F      //R75=FB, G75=21, B75=8F
FF_4F_BD      //R76=FF, G76=4F, B76=BD
3D_70_7E      //R77=3D, G77=70, B77=7E
89_BC_CA      //R78=89, G78=BC, B78=CA
73_BD_F4      //R79=73, G79=BD, B79=F4
1A_64_9B      //R80=1A, G80=64, B80=9B
F4_0C_16      //R81=F4, G81=0C, B81=16
FF_61_6B      //R82=FF, G82=61, B82=6B
83_60_FA      //R83=83, G83=60, B83=FA
CC_A9_FF      //R84=CC, G84=A9, B84=FF
A7_E5_F6      //R85=A7, G85=E5, B85=F6
33_71_82      //R86=33, G86=71, B86=82
78_FF_E6      //R87=78, G87=FF, B87=E6
53_DB_C1      //R88=53, G88=DB, B88=C1
E9_CA_7D      //R89=E9, G89=CA, B89=7D
A5_86_39      //R90=A5, G90=86, B90=39
