FB_2C_AA      //R1=FB, G1=2C, B1=AA
FF_7B_F9      //R2=FF, G2=7B, B2=F9
DD_7A_99      //R3=DD, G3=7A, B3=99
EC_89_A8      //R4=EC, G4=89, B4=A8
8F_F7_70      //R5=8F, G5=F7, B5=70
13_7B_00      //R6=13, G6=7B, B6=00
22_14_3B      //R7=22, G7=14, B7=3B
BC_AE_D5      //R8=BC, G8=AE, B8=D5
DE_5E_84      //R9=DE, G9=5E, B9=84
D0_50_76      //R10=D0, G10=50, B10=76
D6_2F_59      //R11=D6, G11=2F, B11=59
94_00_17      //R12=94, G12=00, B12=17
62_28_6A      //R13=62, G13=28, B13=6A
BE_84_C6      //R14=BE, G14=84, B14=C6
27_4E_64      //R15=27, G15=4E, B15=64
59_80_96      //R16=59, G16=80, B16=96
52_A6_D3      //R17=52, G17=A6, B17=D3
92_E6_FF      //R18=92, G18=E6, B18=FF
80_C4_D1      //R19=80, G19=C4, B19=D1
4E_92_9F      //R20=4E, G20=92, B20=9F
04_31_0D      //R21=04, G21=31, B21=0D
7D_AA_86      //R22=7D, G22=AA, B22=86
92_01_97      //R23=92, G23=01, B23=97
CF_3E_D4      //R24=CF, G24=3E, B24=D4
A9_A3_34      //R25=A9, G25=A3, B25=34
B2_AC_3D      //R26=B2, G26=AC, B26=3D
E7_53_C7      //R27=E7, G27=53, B27=C7
FF_83_F7      //R28=FF, G28=83, B28=F7
33_20_26      //R29=33, G29=20, B29=26
CD_BA_C0      //R30=CD, G30=BA, B30=C0
0F_28_68      //R31=0F, G31=28, B31=68
55_6E_AE      //R32=55, G32=6E, B32=AE
4D_D5_B5      //R33=4D, G33=D5, B33=B5
1B_A3_83      //R34=1B, G34=A3, B34=83
1C_14_05      //R35=1C, G35=14, B35=05
9E_96_87      //R36=9E, G36=96, B36=87
C8_46_96      //R37=C8, G37=46, B37=96
9C_1A_6A      //R38=9C, G38=1A, B38=6A
40_B3_EC      //R39=40, G39=B3, B39=EC
00_73_AC      //R40=00, G40=73, B40=AC
A0_2F_60      //R41=A0, G41=2F, B41=60
69_00_29      //R42=69, G42=00, B42=29
10_35_1E      //R43=10, G43=35, B43=1E
1A_3F_28      //R44=1A, G44=3F, B44=28
73_54_A3      //R45=73, G45=54, B45=A3
ED_CE_FF      //R46=ED, G46=CE, B46=FF
DB_88_A0      //R47=DB, G47=88, B47=A0
87_34_4C      //R48=87, G48=34, B48=4C
0D_71_51      //R49=0D, G49=71, B49=51
42_A6_86      //R50=42, G50=A6, B50=86
A4_8D_A1      //R51=A4, G51=8D, B51=A1
AD_96_AA      //R52=AD, G52=96, B52=AA
49_DD_AC      //R53=49, G53=DD, B53=AC
07_9B_6A      //R54=07, G54=9B, B54=6A
D0_BF_4D      //R55=D0, G55=BF, B55=4D
65_54_00      //R56=65, G56=54, B56=00
89_10_B6      //R57=89, G57=10, B57=B6
A9_30_D6      //R58=A9, G58=30, B58=D6
6A_D1_51      //R59=6A, G59=D1, B59=51
3F_A6_26      //R60=3F, G60=A6, B60=26
58_F8_57      //R61=58, G61=F8, B61=57
2C_CC_2B      //R62=2C, G62=CC, B62=2B
5F_57_DC      //R63=5F, G63=57, B63=DC
D2_CA_FF      //R64=D2, G64=CA, B64=FF
91_E6_E1      //R65=91, G65=E6, B65=E1
8F_E4_DF      //R66=8F, G66=E4, B66=DF
7E_42_2E      //R67=7E, G67=42, B67=2E
89_4D_39      //R68=89, G68=4D, B68=39
7A_C7_F4      //R69=7A, G69=C7, B69=F4
4B_98_C5      //R70=4B, G70=98, B70=C5
69_7F_E0      //R71=69, G71=7F, B71=E0
CE_E4_FF      //R72=CE, G72=E4, B72=FF
C8_7A_A4      //R73=C8, G73=7A, B73=A4
FF_C3_ED      //R74=FF, G74=C3, B74=ED
C4_7E_A3      //R75=C4, G75=7E, B75=A3
CA_84_A9      //R76=CA, G76=84, B76=A9
D8_C6_61      //R77=D8, G77=C6, B77=61
9C_8A_25      //R78=9C, G78=8A, B78=25
FA_74_2B      //R79=FA, G79=74, B79=2B
8D_07_00      //R80=8D, G80=07, B80=00
65_C2_A0      //R81=65, G81=C2, B81=A0
4F_AC_8A      //R82=4F, G82=AC, B82=8A
43_A6_4E      //R83=43, G83=A6, B83=4E
4A_AD_55      //R84=4A, G84=AD, B84=55
F9_39_EB      //R85=F9, G85=39, B85=EB
FF_87_FF      //R86=FF, G86=87, B86=FF
27_E7_19      //R87=27, G87=E7, B87=19
00_8F_00      //R88=00, G88=8F, B88=00
B4_BA_31      //R89=B4, G89=BA, B89=31
6A_70_00      //R90=6A, G90=70, B90=00
14_46_DD      //R91=14, G91=46, B91=DD
12_44_DB      //R92=12, G92=44, B92=DB
26_AA_23      //R93=26, G93=AA, B93=23
4E_D2_4B      //R94=4E, G94=D2, B94=4B
EE_D4_51      //R95=EE, G95=D4, B95=51
4E_34_00      //R96=4E, G96=34, B96=00
A6_2E_35      //R97=A6, G97=2E, B97=35
CE_56_5D      //R98=CE, G98=56, B98=5D
41_7A_8D      //R99=41, G99=7A, B99=8D
9C_D5_E8      //R100=9C, G100=D5, B100=E8
4A_22_C0      //R101=4A, G101=22, B101=C0
25_00_9B      //R102=25, G102=00, B102=9B
17_A1_62      //R103=17, G103=A1, B103=62
00_6F_30      //R104=00, G104=6F, B104=30
B5_23_37      //R105=B5, G105=23, B105=37
FF_89_9D      //R106=FF, G106=89, B106=9D
A1_84_68      //R107=A1, G107=84, B107=68
BE_A1_85      //R108=BE, G108=A1, B108=85
09_CF_0E      //R109=09, G109=CF, B109=0E
2A_F0_2F      //R110=2A, G110=F0, B110=2F
41_80_8A      //R111=41, G111=80, B111=8A
26_65_6F      //R112=26, G112=65, B112=6F
E0_20_8A      //R113=E0, G113=20, B113=8A
FF_75_DF      //R114=FF, G114=75, B114=DF
99_F8_33      //R115=99, G115=F8, B115=33
69_C8_03      //R116=69, G116=C8, B116=03
28_A4_10      //R117=28, G117=A4, B117=10
0E_8A_00      //R118=0E, G118=8A, B118=00
33_14_06      //R119=33, G119=14, B119=06
78_59_4B      //R120=78, G120=59, B120=4B
57_0A_F9      //R121=57, G121=0A, B121=F9
DA_8D_FF      //R122=DA, G122=8D, B122=FF
0E_25_3E      //R123=0E, G123=25, B123=3E
99_B0_C9      //R124=99, G124=B0, B124=C9
80_CA_23      //R125=80, G125=CA, B125=23
87_D1_2A      //R126=87, G126=D1, B126=2A
4A_61_DC      //R127=4A, G127=61, B127=DC
99_B0_FF      //R128=99, G128=B0, B128=FF
1F_4E_59      //R129=1F, G129=4E, B129=59
63_92_9D      //R130=63, G130=92, B130=9D
6F_C9_AF      //R131=6F, G131=C9, B131=AF
28_82_68      //R132=28, G132=82, B132=68
B7_43_77      //R133=B7, G133=43, B133=77
F1_7D_B1      //R134=F1, G134=7D, B134=B1
55_2A_49      //R135=55, G135=2A, B135=49
EA_BF_DE      //R136=EA, G136=BF, B136=DE
D6_39_71      //R137=D6, G137=39, B137=71
8F_00_2A      //R138=8F, G138=00, B138=2A
88_14_66      //R139=88, G139=14, B139=66
FB_87_D9      //R140=FB, G140=87, B140=D9
28_D1_84      //R141=28, G141=D1, B141=84
44_ED_A0      //R142=44, G142=ED, B142=A0
F0_C2_18      //R143=F0, G143=C2, B143=18
E5_B7_0D      //R144=E5, G144=B7, B144=0D
E6_77_1A      //R145=E6, G145=77, B145=1A
FF_95_38      //R146=FF, G146=95, B146=38
6E_6C_CA      //R147=6E, G147=6C, B147=CA
A9_A7_FF      //R148=A9, G148=A7, B148=FF
41_01_77      //R149=41, G149=01, B149=77
EA_AA_FF      //R150=EA, G150=AA, B150=FF
88_92_22      //R151=88, G151=92, B151=22
5B_65_00      //R152=5B, G152=65, B152=00
C6_8F_2B      //R153=C6, G153=8F, B153=2B
A7_70_0C      //R154=A7, G154=70, B154=0C
BD_29_1D      //R155=BD, G155=29, B155=1D
FF_70_64      //R156=FF, G156=70, B156=64
9C_AF_F9      //R157=9C, G157=AF, B157=F9
A1_B4_FE      //R158=A1, G158=B4, B158=FE
21_59_B6      //R159=21, G159=59, B159=B6
1F_57_B4      //R160=1F, G160=57, B160=B4
50_58_9D      //R161=50, G161=58, B161=9D
62_6A_AF      //R162=62, G162=6A, B162=AF
F1_ED_0A      //R163=F1, G163=ED, B163=0A
AE_AA_00      //R164=AE, G164=AA, B164=00
08_4A_24      //R165=08, G165=4A, B165=24
8C_CE_A8      //R166=8C, G166=CE, B166=A8
ED_C4_48      //R167=ED, G167=C4, B167=48
D5_AC_30      //R168=D5, G168=AC, B168=30
43_E8_86      //R169=43, G169=E8, B169=86
39_DE_7C      //R170=39, G170=DE, B170=7C
83_12_54      //R171=83, G171=12, B171=54
A1_30_72      //R172=A1, G172=30, B172=72
AF_DE_69      //R173=AF, G173=DE, B173=69
46_75_00      //R174=46, G174=75, B174=00
DF_AA_0F      //R175=DF, G175=AA, B175=0F
FE_C9_2E      //R176=FE, G176=C9, B176=2E
19_41_CA      //R177=19, G177=41, B177=CA
7D_A5_FF      //R178=7D, G178=A5, B178=FF
E9_3B_4F      //R179=E9, G179=3B, B179=4F
8E_00_00      //R180=8E, G180=00, B180=00
85_C4_18      //R181=85, G181=C4, B181=18
1C_5B_00      //R182=1C, G182=5B, B182=00
63_65_E2      //R183=63, G183=65, B183=E2
5B_5D_DA      //R184=5B, G184=5D, B184=DA
C3_35_B0      //R185=C3, G185=35, B185=B0
FA_6C_E7      //R186=FA, G186=6C, B186=E7
A2_EB_26      //R187=A2, G187=EB, B187=26
05_4E_00      //R188=05, G188=4E, B188=00
D8_BF_E3      //R189=D8, G189=BF, B189=E3
B8_9F_C3      //R190=B8, G190=9F, B190=C3
A1_E8_D4      //R191=A1, G191=E8, B191=D4
B0_F7_E3      //R192=B0, G192=F7, B192=E3
46_1F_5D      //R193=46, G193=1F, B193=5D
99_72_B0      //R194=99, G194=72, B194=B0
8E_D3_1A      //R195=8E, G195=D3, B195=1A
79_BE_05      //R196=79, G196=BE, B196=05
19_F4_01      //R197=19, G197=F4, B197=01
4E_FF_36      //R198=4E, G198=FF, B198=36
08_F7_0D      //R199=08, G199=F7, B199=0D
00_8C_00      //R200=00, G200=8C, B200=00
09_70_C9      //R201=09, G201=70, B201=C9
3E_A5_FE      //R202=3E, G202=A5, B202=FE
86_24_88      //R203=86, G203=24, B203=88
A8_46_AA      //R204=A8, G204=46, B204=AA
63_CE_90      //R205=63, G205=CE, B205=90
5E_C9_8B      //R206=5E, G206=C9, B206=8B
41_F1_03      //R207=41, G207=F1, B207=03
83_FF_45      //R208=83, G208=FF, B208=45
E5_69_40      //R209=E5, G209=69, B209=40
BB_3F_16      //R210=BB, G210=3F, B210=16
A0_3B_F7      //R211=A0, G211=3B, B211=F7
AF_4A_FF      //R212=AF, G212=4A, B212=FF
E5_44_86      //R213=E5, G213=44, B213=86
CC_2B_6D      //R214=CC, G214=2B, B214=6D
01_70_92      //R215=01, G215=70, B215=92
2F_9E_C0      //R216=2F, G216=9E, B216=C0
3C_23_22      //R217=3C, G217=23, B217=22
7B_62_61      //R218=7B, G218=62, B218=61
A5_82_20      //R219=A5, G219=82, B219=20
70_4D_00      //R220=70, G220=4D, B220=00
D3_B0_A5      //R221=D3, G221=B0, B221=A5
A6_83_78      //R222=A6, G222=83, B222=78
F2_71_15      //R223=F2, G223=71, B223=15
FF_8C_30      //R224=FF, G224=8C, B224=30
CC_D0_07      //R225=CC, G225=D0, B225=07
A6_AA_00      //R226=A6, G226=AA, B226=00
A1_CA_8B      //R227=A1, G227=CA, B227=8B
74_9D_5E      //R228=74, G228=9D, B228=5E
16_8E_B4      //R229=16, G229=8E, B229=B4
48_C0_E6      //R230=48, G230=C0, B230=E6
E4_19_62      //R231=E4, G231=19, B231=62
D3_08_51      //R232=D3, G232=08, B232=51
3B_9E_99      //R233=3B, G233=9E, B233=99
39_9C_97      //R234=39, G234=9C, B234=97
7F_C4_96      //R235=7F, G235=C4, B235=96
11_56_28      //R236=11, G236=56, B236=28
3B_0B_D9      //R237=3B, G237=0B, B237=D9
77_47_FF      //R238=77, G238=47, B238=FF
90_8E_CB      //R239=90, G239=8E, B239=CB
C3_C1_FE      //R240=C3, G240=C1, B240=FE
A0_B0_49      //R241=A0, G241=B0, B241=49
B5_C5_5E      //R242=B5, G242=C5, B242=5E
48_8E_AA      //R243=48, G243=8E, B243=AA
4A_90_AC      //R244=4A, G244=90, B244=AC
5C_E0_80      //R245=5C, G245=E0, B245=80
37_BB_5B      //R246=37, G246=BB, B246=5B
23_75_F3      //R247=23, G247=75, B247=F3
30_82_FF      //R248=30, G248=82, B248=FF
4A_C3_64      //R249=4A, G249=C3, B249=64
30_A9_4A      //R250=30, G250=A9, B250=4A
C8_5C_96      //R251=C8, G251=5C, B251=96
F7_8B_C5      //R252=F7, G252=8B, B252=C5
27_1C_5A      //R253=27, G253=1C, B253=5A
4A_3F_7D      //R254=4A, G254=3F, B254=7D
21_9A_A1      //R255=21, G255=9A, B255=A1
68_E1_E8      //R256=68, G256=E1, B256=E8
E3_94_4B      //R257=E3, G257=94, B257=4B
F9_AA_61      //R258=F9, G258=AA, B258=61
AE_A3_4B      //R259=AE, G259=A3, B259=4B
B2_A7_4F      //R260=B2, G260=A7, B260=4F
21_43_59      //R261=21, G261=43, B261=59
38_5A_70      //R262=38, G262=5A, B262=70
D3_BA_28      //R263=D3, G263=BA, B263=28
75_5C_00      //R264=75, G264=5C, B264=00
31_48_82      //R265=31, G265=48, B265=82
41_58_92      //R266=41, G266=58, B266=92
04_8D_2B      //R267=04, G267=8D, B267=2B
24_AD_4B      //R268=24, G268=AD, B268=4B
23_C9_D8      //R269=23, G269=C9, B269=D8
46_EC_FB      //R270=46, G270=EC, B270=FB
92_CA_45      //R271=92, G271=CA, B271=45
C0_F8_73      //R272=C0, G272=F8, B272=73
6D_2F_2F      //R273=6D, G273=2F, B273=2F
F3_B5_B5      //R274=F3, G274=B5, B274=B5
ED_0C_53      //R275=ED, G275=0C, B275=53
FF_29_70      //R276=FF, G276=29, B276=70
8B_03_ED      //R277=8B, G277=03, B277=ED
FF_7D_FF      //R278=FF, G278=7D, B278=FF
0E_E7_61      //R279=0E, G279=E7, B279=61
15_EE_68      //R280=15, G280=EE, B280=68
56_29_12      //R281=56, G281=29, B281=12
89_5C_45      //R282=89, G282=5C, B282=45
D1_91_B9      //R283=D1, G283=91, B283=B9
6E_2E_56      //R284=6E, G284=2E, B284=56
2B_53_35      //R285=2B, G285=53, B285=35
6D_95_77      //R286=6D, G286=95, B286=77
F3_8D_6C      //R287=F3, G287=8D, B287=6C
A0_3A_19      //R288=A0, G288=3A, B288=19
DD_61_88      //R289=DD, G289=61, B289=88
DF_63_8A      //R290=DF, G290=63, B290=8A
AF_94_16      //R291=AF, G291=94, B291=16
6E_53_00      //R292=6E, G292=53, B292=00
42_94_07      //R293=42, G293=94, B293=07
B2_FF_77      //R294=B2, G294=FF, B294=77
EB_1C_8F      //R295=EB, G295=1C, B295=8F
FF_54_C7      //R296=FF, G296=54, B296=C7
14_F8_09      //R297=14, G297=F8, B297=09
1B_FF_10      //R298=1B, G298=FF, B298=10
16_B8_2C      //R299=16, G299=B8, B299=2C
0B_AD_21      //R300=0B, G300=AD, B300=21
73_76_9C      //R301=73, G301=76, B301=9C
43_46_6C      //R302=43, G302=46, B302=6C
2C_63_0E      //R303=2C, G303=63, B303=0E
53_8A_35      //R304=53, G304=8A, B304=35
A1_4A_61      //R305=A1, G305=4A, B305=61
C9_72_89      //R306=C9, G306=72, B306=89
79_73_54      //R307=79, G307=73, B307=54
D6_D0_B1      //R308=D6, G308=D0, B308=B1
1E_CA_4C      //R309=1E, G309=CA, B309=4C
00_92_14      //R310=00, G310=92, B310=14
A9_13_5A      //R311=A9, G311=13, B311=5A
91_00_42      //R312=91, G312=00, B312=42
F4_A3_AB      //R313=F4, G313=A3, B313=AB
C5_74_7C      //R314=C5, G314=74, B314=7C
35_E7_F0      //R315=35, G315=E7, B315=F0
00_A7_B0      //R316=00, G316=A7, B316=B0
E1_29_33      //R317=E1, G317=29, B317=33
FF_5D_67      //R318=FF, G318=5D, B318=67
BF_EF_4A      //R319=BF, G319=EF, B319=4A
A3_D3_2E      //R320=A3, G320=D3, B320=2E
D7_66_EB      //R321=D7, G321=66, B321=EB
7C_0B_90      //R322=7C, G322=0B, B322=90
31_D9_42      //R323=31, G323=D9, B323=42
41_E9_52      //R324=41, G324=E9, B324=52
08_61_93      //R325=08, G325=61, B325=93
00_34_66      //R326=00, G326=34, B326=66
9A_2F_39      //R327=9A, G327=2F, B327=39
E8_7D_87      //R328=E8, G328=7D, B328=87
EB_2F_6F      //R329=EB, G329=2F, B329=6F
F6_3A_7A      //R330=F6, G330=3A, B330=7A
4C_76_85      //R331=4C, G331=76, B331=85
45_6F_7E      //R332=45, G332=6F, B332=7E
43_52_70      //R333=43, G333=52, B333=70
82_91_AF      //R334=82, G334=91, B334=AF
1E_3E_EA      //R335=1E, G335=3E, B335=EA
2A_4A_F6      //R336=2A, G336=4A, B336=F6
CE_A9_23      //R337=CE, G337=A9, B337=23
79_54_00      //R338=79, G338=54, B338=00
56_CD_E4      //R339=56, G339=CD, B339=E4
25_9C_B3      //R340=25, G340=9C, B340=B3
78_55_0B      //R341=78, G341=55, B341=0B
A8_85_3B      //R342=A8, G342=85, B342=3B
D3_BF_E4      //R343=D3, G343=BF, B343=E4
62_4E_73      //R344=62, G344=4E, B344=73
45_1E_4B      //R345=45, G345=1E, B345=4B
81_5A_87      //R346=81, G346=5A, B346=87
30_A0_35      //R347=30, G347=A0, B347=35
5F_CF_64      //R348=5F, G348=CF, B348=64
6A_83_97      //R349=6A, G349=83, B349=97
1F_38_4C      //R350=1F, G350=38, B350=4C
31_B7_9E      //R351=31, G351=B7, B351=9E
7A_FF_E7      //R352=7A, G352=FF, B352=E7
2E_38_1B      //R353=2E, G353=38, B353=1B
BD_C7_AA      //R354=BD, G354=C7, B354=AA
4D_37_A6      //R355=4D, G355=37, B355=A6
BA_A4_FF      //R356=BA, G356=A4, B356=FF
EC_DC_EE      //R357=EC, G357=DC, B357=EE
71_61_73      //R358=71, G358=61, B358=73
01_7A_99      //R359=01, G359=7A, B359=99
7F_F8_FF      //R360=7F, G360=F8, B360=FF
AE_11_08      //R361=AE, G361=11, B361=08
F4_57_4E      //R362=F4, G362=57, B362=4E
85_9F_D6      //R363=85, G363=9F, B363=D6
73_8D_C4      //R364=73, G364=8D, B364=C4
FF_3B_D6      //R365=FF, G365=3B, B365=D6
A2_00_79      //R366=A2, G366=00, B366=79
A0_24_A0      //R367=A0, G367=24, B367=A0
EB_6F_EB      //R368=EB, G368=6F, B368=EB
02_F8_4B      //R369=02, G369=F8, B369=4B
00_BD_10      //R370=00, G370=BD, B370=10
83_FE_B2      //R371=83, G371=FE, B371=B2
09_84_38      //R372=09, G372=84, B372=38
0C_24_BF      //R373=0C, G373=24, B373=BF
6F_87_FF      //R374=6F, G374=87, B374=FF
0C_90_8B      //R375=0C, G375=90, B375=8B
26_AA_A5      //R376=26, G376=AA, B376=A5
C8_8C_3F      //R377=C8, G377=8C, B377=3F
B2_76_29      //R378=B2, G378=76, B378=29
97_29_F7      //R379=97, G379=29, B379=F7
95_27_F5      //R380=95, G380=27, B380=F5
BA_23_89      //R381=BA, G381=23, B381=89
FF_73_D9      //R382=FF, G382=73, B382=D9
AA_77_6F      //R383=AA, G383=77, B383=6F
80_4D_45      //R384=80, G384=4D, B384=45
89_B3_60      //R385=89, G385=B3, B385=60
34_5E_0B      //R386=34, G386=5E, B386=0B
AB_CD_CF      //R387=AB, G387=CD, B387=CF
6E_90_92      //R388=6E, G388=90, B388=92
22_8C_89      //R389=22, G389=8C, B389=89
08_72_6F      //R390=08, G390=72, B390=6F
