24      //u1=24
93      //y1=93
BB      //v1=BB
B1      //y2=B1
27      //u3=27
38      //y3=38
EB      //v3=EB
3B      //y4=3B
37      //u5=37
46      //y5=46
FE      //v5=FE
57      //y6=57
1C      //u7=1C
5A      //y7=5A
0C      //v7=0C
B0      //y8=B0
4C      //u9=4C
3F      //y9=3F
28      //v9=28
A2      //y10=A2
58      //u11=58
40      //y11=40
00      //v11=00
C8      //y12=C8
F0      //u13=F0
21      //y13=21
F8      //v13=F8
6F      //y14=6F
BA      //u15=BA
A3      //y15=A3
9C      //v15=9C
6C      //y16=6C
FF      //u17=FF
09      //y17=09
FB      //v17=FB
3A      //y18=3A
03      //u19=03
52      //y19=52
E4      //v19=E4
55      //y20=55
54      //u21=54
45      //y21=45
F1      //v21=F1
A1      //y22=A1
DB      //u23=DB
A2      //y23=A2
FB      //v23=FB
EF      //y24=EF
E2      //u25=E2
93      //y25=93
39      //v25=39
A9      //y26=A9
29      //u27=29
30      //y27=30
2F      //v27=2F
90      //y28=90
D9      //u29=D9
B0      //y29=B0
E6      //v29=E6
48      //y30=48
FD      //u31=FD
A8      //y31=A8
A4      //v31=A4
A5      //y32=A5
EF      //u33=EF
9C      //y33=9C
BC      //v33=BC
72      //y34=72
A7      //u35=A7
C9      //y35=C9
1B      //v35=1B
62      //y36=62
FF      //u37=FF
74      //y37=74
50      //v37=50
77      //y38=77
38      //u39=38
71      //y39=71
BC      //v39=BC
BE      //y40=BE
02      //u41=02
6D      //y41=6D
2C      //v41=2C
80      //y42=80
DD      //u43=DD
BD      //y43=BD
E2      //v43=E2
85      //y44=85
CA      //u45=CA
E2      //y45=E2
EE      //v45=EE
40      //y46=40
E9      //u47=E9
AA      //y47=AA
D2      //v47=D2
B4      //y48=B4
D6      //u49=D6
6A      //y49=6A
46      //v49=46
6C      //y50=6C
3C      //u51=3C
6A      //y51=6A
F1      //v51=F1
92      //y52=92
03      //u53=03
D6      //y53=D6
0B      //v53=0B
63      //y54=63
0F      //u55=0F
C2      //y55=C2
E6      //v55=E6
B3      //y56=B3
D4      //u57=D4
7C      //y57=7C
3A      //v57=3A
6E      //y58=6E
24      //u59=24
B3      //y59=B3
20      //v59=20
80      //y60=80
1A      //u61=1A
B1      //y61=B1
E7      //v61=E7
B9      //y62=B9
DC      //u63=DC
4D      //y63=4D
ED      //v63=ED
6B      //y64=6B
C7      //u65=C7
AC      //y65=AC
B3      //v65=B3
7F      //y66=7F
02      //u67=02
B5      //y67=B5
D0      //v67=D0
62      //y68=62
12      //u69=12
74      //y69=74
C1      //v69=C1
91      //y70=91
C5      //u71=C5
B5      //y71=B5
BD      //v71=BD
43      //y72=43
D0      //u73=D0
63      //y73=63
EA      //v73=EA
6C      //y74=6C
46      //u75=46
69      //y75=69
56      //v75=56
B3      //y76=B3
9F      //u77=9F
CC      //y77=CC
03      //v77=03
93      //y78=93
D7      //u79=D7
90      //y79=90
C3      //v79=C3
43      //y80=43
27      //u81=27
83      //y81=83
CE      //v81=CE
38      //y82=38
38      //u83=38
71      //y83=71
EC      //v83=EC
BA      //y84=BA
02      //u85=02
56      //y85=56
2E      //v85=2E
66      //y86=66
0E      //u87=0E
7B      //y87=7B
FA      //v87=FA
5A      //y88=5A
FA      //u89=FA
B3      //y89=B3
E1      //v89=E1
E0      //y90=E0
E7      //u91=E7
55      //y91=55
43      //v91=43
60      //y92=60
C8      //u93=C8
AE      //y93=AE
0B      //v93=0B
7A      //y94=7A
12      //u95=12
B8      //y95=B8
A3      //v95=A3
C0      //y96=C0
31      //u97=31
95      //y97=95
DB      //v97=DB
92      //y98=92
